"Title,URL,""Downloaded (date)"",""Downloaded (UTC)"",Views,Overall,""Overall Issues"""
"Meklozin - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/kapittel-5-stonad-ved-helsetjenester/vedlegg-1-til--5-14-legemiddellisten/virkestoffer/meklozin,""7 Mar 2026"",05:06:03,12,74.8,74"
"Finerenon - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/kapittel-5-stonad-ved-helsetjenester/vedlegg-1-til--5-14-legemiddellisten/virkestoffer/finerenon,""7 Mar 2026"",05:20:53,12,74.3,57"
"Postmenopausale blødninger - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/prioriteringsveiledere/kvinnesykdommer/tilstander-for-kvinnesykdommer/postmenopausale-blodninger,""7 Mar 2026"",05:24:45,12,79.7,98"
"Terbinafin - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/kapittel-5-stonad-ved-helsetjenester/vedlegg-1-til--5-14-legemiddellisten/virkestoffer/terbinafin,""7 Mar 2026"",05:30:54,12,84.4,97"
"Lymesyklin - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/kapittel-5-stonad-ved-helsetjenester/vedlegg-1-til--5-14-legemiddellisten/virkestoffer/lymesyklin,""7 Mar 2026"",05:31:06,12,75.2,79"
"Lidokain 7 - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/kapittel-5-stonad-ved-helsetjenester/vedlegg-1-til--5-14-legemiddellisten/virkestoffer/lidokain-7,""7 Mar 2026"",05:43:39,12,74.9,54"
"Bezafibrat - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/kapittel-5-stonad-ved-helsetjenester/vedlegg-1-til--5-14-legemiddellisten/virkestoffer/bezafibrat,""7 Mar 2026"",05:31:57,12,84,91"
"Capsaicin 1 - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/kapittel-5-stonad-ved-helsetjenester/vedlegg-1-til--5-14-legemiddellisten/virkestoffer/capsaicin-1,""7 Mar 2026"",05:49:01,12,74.9,70"
"Medfødte misdannelser - utstående ører - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/prioriteringsveiledere/plastikkirurgi/tilstander-for-plastikkirurgi/medfodte-misdannelser-utstaende-orer,""7 Mar 2026"",07:03:18,12,81.1,115"
"Støtte til implementering - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/diagnose-og-behandling/legemidler/nasjonal-plan-for-riktig-legemiddelbruk/stotte-til-implementering,""7 Mar 2026"",09:47:34,12,78,133"
"Proktologisk tilstander uten blødning - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/prioriteringsveiledere/gastroenterologisk-kirurgi/tilstander-for-gastroenterologisk-kirurgi/proktologisk-tilstander-uten-blodning,""7 Mar 2026"",10:19:19,12,83.1,76"
"Kliniske læringsmål for thoraxkirurgi - Helsedirektoratet,https://www.helsedirektoratet.no/autorisasjon-og-spesialistutdanning/spesialistutdanning-og-godkjenning-for-leger/legespesialiteter/thoraxkirurgi/laeringsmal-for-thoraxkirurgi,""7 Mar 2026"",10:35:16,12,70.3,311"
"Overføring av finansieringsansvar for legemidler ved alvorlig fremskreden Parkinsons sykdom og alvorlig RS-virusinfeksjon - Helsedirektoratet,https://www.helsedirektoratet.no/horinger/horing,""6 Mar 2026"",22:00:40,11,80.2,114"
"KI-plan - Helsedirektoratet,https://www.helsedirektoratet.no/nyheter/ki-plan,""6 Mar 2026"",21:38:59,11,83.3,95"
"Kvinner som føder i Norge er fornøyde - Helsedirektoratet,https://www.helsedirektoratet.no/nyheter/kvinner-som-foder-i-norge-er-fornoyde,""6 Mar 2026"",21:59:52,11,83.4,64"
"Helsedirektoratet har fått nye oppgaver - Helsedirektoratet,https://www.helsedirektoratet.no/nyheter/helsedirektoratet-har-fatt-nye-oppgaver,""6 Mar 2026"",22:14:37,11,82.8,65"
"Kommunale frisklivssentraler 2022-2023 - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/kommunale-frisklivssentraler-2022-2023,""6 Mar 2026"",22:15:15,11,87.8,48"
"Bruk av FAIR-prinsippene for helsedatakilder - Helsedirektoratet,https://www.helsedirektoratet.no/standarder/bruk-av-fair-prinsippene-for-helsedatakilder,""6 Mar 2026"",22:37:10,11,77.7,65"
"Tilskuddskonferanse for ideell og frivillig sektor 2025 - Helsedirektoratet,https://www.helsedirektoratet.no/konferanser/tilskotskonferanse-for-frivillig-og-ideell-sektor,""6 Mar 2026"",23:00:52,11,79,83"
"Gjennomføring av KI-forordningen i helse- og omsorgssektoren – Status og Konsekvenser - Helsedirektoratet,https://www.helsedirektoratet.no/konferanser/gjennomforing-av-ki-forordningen-i-helse-og-omsorgssektoren,""6 Mar 2026"",23:56:51,11,79.9,74"
"Kontinuitet i pasient-fastlege-forholdet for ulike pasientgrupper - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/kontinuitet-i-pasient-fastlege-forholdet-for-ulike-pasientgrupper,""7 Mar 2026"",00:22:19,11,84.8,48"
"Nasjonal kartlegging innen ernæringsområdet i spesialisthelsetjenesten - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/nasjonal-kartlegging-innen-ernaeringsomradet-i-spesialisthelsetjenesten,""7 Mar 2026"",01:04:51,11,80,75"
"En trygg russefeiring for alle? Oppsummering av innspill fra rådslag 08.06.2023 - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/en-trygg-russefeiring-for-alle-oppsummering-av-innspill-fra-radslag-08-06-2023,""7 Mar 2026"",02:05:14,11,80.9,57"
"Utfordringsbildet og mulighetsrommet i den kommunale helse- og omsorgstjenesten - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/utfordringsbildet-og-mulighetsrommet-i-den-kommunale-helse-og-omsorgstjenesten,""7 Mar 2026"",02:07:02,11,79.7,57"
"Nasjonal veileder for deling av kritisk informasjon om pasienter i kjernejournal - Helsedirektoratet,https://www.helsedirektoratet.no/horinger/nasjonal-veileder-for-deling-av-kritisk-informasjon-om-pasienter-i-kjernejournal,""7 Mar 2026"",02:11:35,11,77.9,97"
"Samarbeidsformer mellom kommunale tjenester og spesialisthelsetjenesten om barn og unge med psykiske vansker - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/samarbeidsformer-mellom-kommunale-tjenester-og-spesialisthelsetjenesten-om-barn-og-unge-med-psykiske-vansker,""7 Mar 2026"",07:36:08,11,83.9,56"
"Metode - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/tall-om-alkohol/metode,""6 Mar 2026"",21:44:17,11,79.7,76"
"PDF av rapporten - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/tall-om-alkohol/pdf-av-rapporten,""6 Mar 2026"",21:45:30,11,84.5,60"
"Skifte av omsorgsnivå - Helsedirektoratet,https://www.helsedirektoratet.no/faglige-rad/multidose/skifte-av-omsorgsniva,""6 Mar 2026"",21:50:36,11,82.7,84"
"Om pakkeforløpet - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/lungekreft/om-pakkeforlopet,""6 Mar 2026"",22:05:57,11,81.6,104"
"Forord - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/handlingsplan-mot-overdoser/forord,""6 Mar 2026"",22:04:37,11,79.8,108"
"Vi vil bli bedre! - Helsedirektoratet,https://www.helsedirektoratet.no/statistikk/eldrebarometeret/vi-vil-bli-bedre,""6 Mar 2026"",22:10:42,11,85.2,52"
"Bruk av APAT - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/apat-brukerveiledning/bruk-av-apat,""6 Mar 2026"",21:42:22,11,82.4,101"
"Fortellinger - Helsedirektoratet,https://www.helsedirektoratet.no/om-oss/jobbe-i-helsedirektoratet/fortellinger,""6 Mar 2026"",21:58:40,11,77.5,63"
"Pasientinformasjon - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/sykmelderveileder/pasientinformasjon,""6 Mar 2026"",22:11:25,11,85.8,87"
"Kompetanse - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/somatiske-akuttmottak/kompetanse,""6 Mar 2026"",22:14:41,11,83.8,94"
"Innledning - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/tverrfaglig-helsekartlegging/innledning,""6 Mar 2026"",22:20:34,11,77.2,256"
"Nasjonalt fagråd for diabetes - Helsedirektoratet,https://www.helsedirektoratet.no/om-oss/rad-og-utvalg/nasjonalt-fagrad-for-diabetes,""6 Mar 2026"",22:22:04,11,82.4,107"
"Utredning av peniskreft - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/peniskreft/utredning-av-peniskreft,""6 Mar 2026"",22:24:01,11,85.8,108"
"Referanser - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/handlingsplan-kosthold-2017-2023/referanser,""6 Mar 2026"",22:31:23,11,76.5,179"
"Sammendrag - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/utviklingen-i-norsk-kosthold-2024/sammendrag,""6 Mar 2026"",22:33:24,11,81,100"
"Oppfølging - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/testikkelkreft-handlingsprogram/oppfolging,""6 Mar 2026"",22:46:39,11,80.8,160"
"Drøftinger - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/psykisk-helsearbeid-for-barn-og-unge/droftinger,""6 Mar 2026"",22:46:46,11,78.5,161"
"Nasofarynks - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/hode-hals-kreft-handlingsprogram/nasofarynks,""6 Mar 2026"",22:53:53,11,82,110"
"Oppfølging og kontroll av nyrekreft - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/nyrekreft/oppfolging-og-kontroll-av-nyrekreft,""6 Mar 2026"",23:06:14,11,86,105"
"Patologi - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/meningeomer-hos-voksne-handlingsprogram/patologi,""6 Mar 2026"",23:12:28,11,81.3,172"
"Onkologisk behandling - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/tynntarmskreft-handlingsprogram/onkologisk-behandling,""6 Mar 2026"",23:41:50,11,80.3,88"
"Samhandling og oppgavefordeling - Helsedirektoratet,https://www.helsedirektoratet.no/faglige-rad/psykiske-lidelser-hos-eldre/samhandling-og-oppgavefordeling,""6 Mar 2026"",23:59:23,11,80.9,91"
"Særlig om salg - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/alkoholforskriften-med-kommentarer/kapittel-3-saerlig-om-salg,""6 Mar 2026"",23:56:09,11,83.7,111"
"Innledning - Helsedirektoratet,https://www.helsedirektoratet.no/normen/internkontroll-for-informasjonssikkerhet-og-personvern/innledning,""7 Mar 2026"",00:02:28,11,79.3,147"
"Sammendrag - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/riktig-legemiddelbruk-og-legemiddelrelaterte-skader/sammendrag,""7 Mar 2026"",00:00:31,11,78.6,120"
"Resultater 2023 og trender fra 2012 - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/pasientskader-i-norge-2023/resultater-2023-og-trender-fra-2012,""7 Mar 2026"",00:03:51,11,80.7,99"
"Introduksjon til pakkeforløp for myelomatose - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/myelomatose/introduksjon-til-pakkeforlop-for-myelomatose,""7 Mar 2026"",00:06:31,11,75.7,130"
"Sammendrag - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/ehds-konsekvensvurdering--gapanalyse-pr.11.april-2025/sammendrag,""7 Mar 2026"",00:14:19,11,79,147"
"Supplerende rettsgrunnlag - Helsedirektoratet,https://www.helsedirektoratet.no/normen/formal-og-behandlingsgrunnlag-faktaark-56/supplerende-rettsgrunnlag,""7 Mar 2026"",00:19:13,11,82.1,84"
"Årets resultater og aktiviteter - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/helsedirektoratets-arsrapport-2024/arets-resultater-og-aktiviteter,""7 Mar 2026"",00:28:07,11,82.6,60"
"Om faktaarket - Helsedirektoratet,https://www.helsedirektoratet.no/normen/krav-ved-bruk-av-pki-ved-ekstern-kommunikasjon-faktaark-49/om-faktaarket,""7 Mar 2026"",00:51:55,11,83,94"
"Metode og prosess - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/kreft-i-galleveier-og-galleblaere-handlingsprogram/metode-og-prosess,""7 Mar 2026"",01:21:53,11,82.2,181"
"Vedlegg 2 til § 5-4 - Kosmetiske inngrep - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/kapittel-5-stonad-ved-helsetjenester/vedlegg-2-til--5-4-kosmetiske-inngrep,""7 Mar 2026"",01:31:55,11,83.1,106"
"Økt beredskap og bedre monitorering på rusfeltet - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/handlingsplan-mot-overdoser/okt-beredskap-og-bedre-monitorering-pa-rusfeltet,""7 Mar 2026"",01:47:06,11,76.8,88"
"Sammendrag av anbefalingene - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/diffuse-gliomer-hos-voksne-handlingsprogram/sammendrag-av-anbefalingene,""7 Mar 2026"",01:43:18,11,80.5,253"
"Nødprosedyrer ved bortfall av IKT - Helsedirektoratet,https://www.helsedirektoratet.no/normen/nodprosedyrer-ved-bortfall-av-ikt-faktaark-11/nodprosedyrer-ved-bortfall-av-ikt,""7 Mar 2026"",01:43:21,11,83.2,58"
"Om veilederen - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helsetjenester-til-asylsokere-flyktninger-og-familiegjenforente/om-veilederen,""7 Mar 2026"",01:58:07,11,86.9,53"
"Strukturert tverrfaglig oppfølgingsteam – pilotprosjekt - Helsedirektoratet,https://www.helsedirektoratet.no/om-oss/forsoksordninger-og-prosjekter/pilot-for-strukturert-tverrfaglig-oppfolgingsteam,""7 Mar 2026"",01:52:17,11,68.4,98"
"Helsedirektoratets oppdrag - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/riktig-legemiddelbruk-og-legemiddelrelaterte-skader/helsedirektoratets-oppdrag,""7 Mar 2026"",02:03:58,11,75.8,109"
"Sammendrag - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/digital-hjemmeoppfolging-sluttrapport-fra-nasjonal-utproving-2018-2021/sammendrag,""7 Mar 2026"",02:28:57,11,77.7,160"
"Prosess og metode for utarbeiding av retningslinjene - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/lymfekreft-handlingsprogram/prosess-og-metode-for-utarbeiding-av-retningslinjene,""7 Mar 2026"",03:12:50,11,79.1,134"
"Kvantitative mål – status og vurdering av måloppnåelse - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/handlingsplan-kosthold-2017-2023/kvantitative-mal--status-og-vurdering-av-maloppnaelse,""7 Mar 2026"",03:18:45,11,76.6,135"
"FNs bærekraftsmål og Nasjonal e-helsestrategi - Helsedirektoratet,https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-e-helsestrategi/fns-baerekraftsmal-og-nasjonal-e-helsestrategi,""7 Mar 2026"",03:34:37,11,77,80"
"Personopplysninger - Helsedirektoratet,https://www.helsedirektoratet.no/normen/personvern-og-informasjonssikkerhet-i-forsknings-og-kvalitetsprosjekter/personopplysninger,""7 Mar 2026"",03:37:19,11,81.5,139"
"Forord - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/veikart-mot-en-baerekraftig-lavutslipps-og-klimatilpasset-helse-og-omsorgstjeneste/forord,""7 Mar 2026"",03:57:48,11,80.3,79"
"Innledning - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/skolemaltid-i-norge-kunnskapsgrunnlag-nytte-kostnadsvirkninger-og-implementering/innledning,""7 Mar 2026"",04:21:21,11,78.4,164"
"Oppfølging og etterkontroll etter avsluttet kurativ behandling - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/analkreft-handlingsprogram/oppfolging-og-etterkontroll-etter-avsluttet-kurativ-behandling,""7 Mar 2026"",04:55:58,11,76.5,84"
"Standarder for rapportering til nasjonale registre - Helsedirektoratet,https://www.helsedirektoratet.no/digitalisering-og-e-helse/referansekatalogen-for-e-helse/standarder-for-rapportering-til-nasjonale-registre,""7 Mar 2026"",05:34:59,11,80.4,52"
"Sammendrag av retningslinjene - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/nevroendokrine-svulster-i-fordoyelsessystemet-handlingsprogram/sammendrag-av-retningslinjene,""7 Mar 2026"",05:45:03,11,77,278"
"English version - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/veikart-mot-en-baerekraftig-lavutslipps-og-klimatilpasset-helse-og-omsorgstjeneste/english-version,""7 Mar 2026"",05:47:34,11,80.7,62"
"Metode og prosess - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/kreft-i-tykktarm-og-endetarm-handlingsprogram/metode-og-prosess-ved-utarbeidelse-av-retningslinjene,""7 Mar 2026"",07:04:19,11,82.7,93"
"Bakgrunn, sammenhenger og avgrensinger for Nasjonal e-helsestrategi - Helsedirektoratet,https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-e-helsestrategi/bakgrunn-sammenhenger-og-avgrensinger-for-nasjonal-e-helsestrategi,""7 Mar 2026"",07:35:17,11,76.3,98"
"Samarbeid mellom kommuner og regionale helseforetak (under arbeid) - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/helse-og-omsorgstjenesteloven-med-kommentarer/samarbeid-mellom-kommuner-og-regionale-helseforetak-under-arbeid,""7 Mar 2026"",07:59:25,11,81.9,70"
"Behandling av residiv eller progresjon etter standard kombinasjons-kjemoterapi - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/testikkelkreft-handlingsprogram/behandling-av-residiv-eller-progresjon-etter-standard-kombinasjons-kjemoterapi,""7 Mar 2026"",08:45:58,11,77.9,128"
"Erfaring med samhandling om digital hjemmeoppfølging - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/erfaringsrapport-spredning-av-digital-hjemmeoppfolging-2022-2024/erfaring-med-samhandling-om-digital-hjemmeoppfolging,""7 Mar 2026"",09:06:38,11,76.3,77"
"Anbefalinger knyttet til organdonasjon utarbeidet av norske fagmiljøer - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/donasjon-av-organer-celler-og-vev-fra-dod-donor/anbefalinger-knyttet-til-organdonasjon-utarbeidet-av-norske-fagmiljoer,""7 Mar 2026"",09:15:22,11,76.2,70"
"Oversikt over mål og tiltak i veikartet - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/veikart-mot-en-baerekraftig-lavutslipps-og-klimatilpasset-helse-og-omsorgstjeneste/oversikt-over-mal-og-tiltak-i-veikartet,""7 Mar 2026"",09:39:43,11,80.9,143"
"Klimatilpasning i helse- og omsorgstjenestene - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/veikart-mot-en-baerekraftig-lavutslipps-og-klimatilpasset-helse-og-omsorgstjeneste/klimatilpasning-i-helse-og-omsorgstjenestene,""7 Mar 2026"",10:06:55,11,69.2,201"
"Kilder til næringsstoffer - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/norkost-4/tabeller/kilder-til-naeringsstoffer,""6 Mar 2026"",22:37:39,11,82.5,100"
"Korn - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/utviklingen-i-norsk-kosthold-2024/matvarer/korn,""6 Mar 2026"",22:42:58,11,81.5,109"
"Kilder til næringsstoffer - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/norkost-4/resultater/kilder-til-naeringsstoffer,""6 Mar 2026"",22:44:59,11,81.1,97"
"Sukker - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/utviklingen-i-norsk-kosthold-2023/matvareforbruk/sukker,""6 Mar 2026"",23:23:39,11,86.9,77"
"Endokarditt, enterokokker - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/endokarditt/endokarditt-enterokokker,""7 Mar 2026"",00:08:00,11,80.1,178"
"Småcellet lungekreft - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/lungekreft/behandling-av-lungekreft/smacellet-lungekreft,""7 Mar 2026"",00:12:08,11,81.3,58"
"Lymfomer - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/diagnose-og-behandling/kreft/lymfekreft,""7 Mar 2026"",00:19:47,11,83.7,49"
"Fagspesifikk innledning - ortopedi - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/prioriteringsveiledere/ortopedi/fagspesifikk-innledning-ortopedi,""7 Mar 2026"",00:15:38,11,81.7,71"
"Peniskreft - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/diagnose-og-behandling/kreft/peniskreft,""7 Mar 2026"",00:16:36,11,85.8,45"
"Inntektsfordeling - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/sektorrapport-om-folkehelse/okonomiske-levekar/inntektsfordeling,""7 Mar 2026"",00:13:43,11,79.3,131"
"Tilstander for nyresykdommer - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/prioriteringsveiledere/nyresykdommer/tilstander-for-nyresykdommer,""7 Mar 2026"",00:20:48,11,83.8,73"
"Alvorlighetsgrad - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/personskadedata-2022/aktivitet-i-personskadedata/alvorlighetsgrad,""7 Mar 2026"",00:27:18,11,81.3,82"
"Tynntarmkreft - Helsedirektoratet,https://www.helsedirektoratet.no/forebygging-diagnose-og-behandling/diagnose-og-behandling/kreft/tynntarmkreft,""7 Mar 2026"",00:38:17,11,85.5,48"
